Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;99;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/100sta_sim.txt;6.61616161616162,6,8,9,0,10;41.8787878787879,2.5,30,65.5,0,150;364.272727272727,372.5,407,419.5,45,473;466.151515151515,454.5,496,521,104,618;48.8080808080808,9.5,37,72,-3,161;2836.69531243434,2230.9676385,3093.1,3580.198052,125.415094,7288.200000;28.4212738181818,9.445053,29.213486,42.5629955,-1.621620,77.840912;3482.44444444444,2511,3561,4530.5,2,7802;19.8047906161616,16.746113,18.913257,22.656505,7.486497,41.569762;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;140.224675060606,141.0630355,148.304621,155.2455775,86.968932,160.091110;6.25944727272727,6.097968,6.659712,7.011648,1.367136,8.311104
test;MCS2_8;1500;99;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/100sta_sim.txt;6.1010101010101,2,8,9,0,10;39.9494949494949,0.5,30,71,0,161;365.10101010101,369.5,405,425,57,465;469.818181818182,435,502,536,116,577;46.020202020202,5,37,79.5,0,171;2808.37944132323,1890.7503905,3012.57,3568.0541035,141.711538,7585.511111;26.707367,5.004505,25.165565,44.711201,0.000000,78.440369;3134.63636363636,933,3442,4398,2,9390;20.3404193030303,17.0485645,20.300602,23.651187,7.489543,41.783764;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;141.128587939394,141.181414,148.825679,154.5693045,91.152091,159.394137;6.31099345454545,5.840784,6.754464,7.214688,1.488960,7.769664
test;MCS2_8;1500;99;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/100sta_sim.txt;6.2020202020202,2,8,9,0,10;39.5555555555556,0,34,70.5,0,162;356.949494949495,348.5,403,422.5,40,462;462.10101010101,444.5,499,525,99,586;45.4141414141414,2,34,80,-9,172;2684.23038037374,1215.919169,3018.246753,3585.664623,115.333333,8393.825000;26.2280375050505,2.003208,24.882629,45.460493,-6.542053,74.770645;3289.79797979798,758,3442,4826,1,9951;20.4598195454546,16.757775,19.91218,22.080833,7.491711,41.598712;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;135.840321808081,133.5187765,146.135196,149.427447,82.872809,154.112209;6.20448290909091,5.962608,6.70032,7.059024,1.299456,7.864416
