Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;7.01775147928994,6,8,9,0,10;27.1479289940828,4,24,44,0,116;344.041420118343,341,385,400,45,447;397.775147928994,397,428,449,84,527;34.8165680473373,12,33,53,-1,126;5161.12570703551,4002.171875,5485.755556,6431.704545,283.283333,12916.347826;36.4988407810651,20,41.176472,54.639175,-1.149422,79.746834;6714.84023668639,5192,7159,8608,1,16685;10.3891079289941,8.008937,9.410501,11.813182,3.804245,25.027928;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;137.225495272189,135.288752,147.02816,149.673902,88.291503,158.555982;5.33282613017751,5.306112,5.7528,6.037056,1.082880,7.092864
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;7.33727810650888,6,9,9,0,10;26.7810650887574,2,22,46,0,84;341.905325443787,343,378,391,45,428;396.076923076923,390,424,440,89,513;34.3431952662722,8,31,56,0,95;5103.41896457988,3832.035714,5266.482143,6451.9,297.119403,11077.080000;35.8903497455621,13.513512,38.202248,54.901962,0.000000,76.271187;6734.42603550296,4920,6859,8909,4,21775;10.4813877337278,8.404529,9.605176,11.606254,4.602480,26.214126;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;137.865556757396,132.955935,147.329561,150.525185,90.288548,155.324965;5.30927829585799,5.238432,5.68512,5.901696,1.150560,6.903360
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;7.17159763313609,7,9,9,0,10;27.0591715976331,5,24,44,0,93;337.094674556213,336,372,389,43,438;390.92899408284,386,419,438,126,506;34.6923076923077,12,33,54,-1,104;5200.29925922486,4142.736842,5499.479167,6652.272727,139.875000,11130.592593;36.0186736982249,19.54023,39.682541,52.63158,-2.380951,76.851852;6462.94674556213,4867,6937,8560,1,15440;10.4163020177515,8.214723,9.817596,11.821187,4.207541,21.037705;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;137.92362939645,130.719597,148.919302,151.387734,86.213505,157.931008;5.23895517159764,5.170752,5.61744,5.88816,1.651392,6.808608
