Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;6.71597633136095,4,9,9,0,10;23.8520710059172,0,22,37,0,96;335.940828402367,354,386,405,17,474;393.384615384615,407,440,461,52,514;31,8,31,47,-1,105;4803.44643454438,2943.327869,5254.223881,6242.041667,80.772152,16316.434783;32.2208765207101,11.111115,35.955055,50,-1.923080,75.423729;6215.77514792899,4053,6485,8388,2,20714;11.1423437751479,8.809619,10.411368,12.613773,2.803061,25.027327;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;124.624225751479,121.632577,141.522965,147.635479,38.167056,151.209447;5.2733958816568,5.455008,5.901696,6.199488,0.649728,6.876288
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;6.82248520710059,5,9,9,0,10;23.9408284023669,0,20,37,0,102;344.360946745562,349,389,408,25,478;401.852071005917,405,446,466,60,521;30.9230769230769,6,29,46,-6,113;4830.58553852663,3103.346154,5436.375,6323.840909,80.142857,12337.666667;31.9405904023669,9.836067,34.523811,50,-6.000000,78.169014;6313.97041420118,3534,6638,8538,1,24781;11.164989331361,9.016645,10.619604,12.222563,2.604808,26.448825;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;125.080330751479,124.866434,140.571188,147.216469,39.196108,151.709975;5.38721041420118,5.4144,5.982912,6.267168,0.758016,7.011648
test;MCS2_8;1500;169;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/170sta_sim.txt;6.57988165680473,4,8,9,0,10;23.3372781065089,0,20,37,0,102;332.704142011834,338,393,411,17,479;390.89349112426,397,447,466,52,519;30.0532544378698,5,28,47,-8,112;4563.24821826627,2495.6875,5077.843137,6113.877551,86.233766,12287.576923;30.5706721005917,7.692307,33.333336,47.663551,-12.121216,78.873238;5902.21893491124,3363,6575,8402,1,19963;11.329107,9.618181,10.820453,12.824241,2.805303,23.644694;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;121.452342739645,109.681431,139.641025,144.60515,34.463364,148.538514;5.24007649704142,5.333184,5.996448,6.253632,0.663264,6.957504
