Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;159;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/160sta_sim.txt;6.55974842767296,4.5,8,9,0,10;24.7924528301887,0,20,41.5,0,116;327.96855345912,345.5,378,396,18,479;390.861635220126,404.5,441,460.5,42,532;31.7735849056604,7,30,50.5,-4,126;4287.67263353459,2860.1220235,4777.776119,5621.219048,76.350877,12528.045455;29.7597645220126,10.2924005,33.333336,46.361574,-11.764709,76.470589;5423.91823899371,3650.5,5849,7460.5,1,15869;12.1394874402516,10.128522,12.114506,13.8025935,4.170568,26.810793;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;125.142249773585,126.95728,141.993487,148.01644,36.921517,154.128469;5.23881781132075,5.421168,5.915232,6.185952,0.514368,7.160544
test;MCS2_8;1500;159;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/160sta_sim.txt;6.36477987421384,4.5,8,9,0,10;23.622641509434,0,18,37.5,0,120;330.672955974843,331,380,416,17,487;394.11320754717,386,454,474,54,524;30.4528301886792,5.5,27,46.5,-1,130;4332.61067553459,2548.1165665,4771.683333,5666.898846,69.906250,11393.043478;29.2762496477987,7.6904565,30.97345,45.496094,-2.857140,78.102188;5582.48427672956,2926,5885,7453,1,18756;12.3554557484277,10.01079,12.213164,14.015106,4.004316,26.828918;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;123.55455208805,113.165557,142.309818,147.451114,38.806473,153.631756;5.28495939622642,5.184288,6.0912,6.36192,0.676800,7.038720
test;MCS2_8;1500;159;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/160sta_sim.txt;6.49056603773585,4,8,9,0,10;25.9056603773585,1,20,42.5,0,120;337.119496855346,353.5,386,402,10,473;398.880503144654,417,447,466.5,46,511;32.6352201257862,7,29,52,-8,128;4455.41581579245,3403.430973,4946.555556,5720.039855,68.747826,12050.535714;30.6757233584906,10.8187145,31.914894,48.2035295,-10.256409,78.688522;5708.59748427673,2992,6165,7960.5,1,14641;11.9721863773585,9.935165,11.922198,13.313121,4.172769,26.824946;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;125.405414735849,124.553001,142.151921,147.6822395,37.518830,151.253876;5.34540316981132,5.590368,5.996448,6.2604,0.568512,6.862752
