Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;179;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;5.63128491620112,1,8,9,0,10;8.20111731843575,0,2,13.5,0,51;318.603351955307,276,346,391,17,438;360.519553072626,317.5,391,428.5,42,479;14.5195530726257,2,11,23,-1,61;4690.85186750279,2108.300595,4553.208333,6933.3144865,88.333333,16960.150000;23.5125497821229,5.48048,21.62162,38.5213035,-2.702705,87.692307;7310.3687150838,1476.5,8055,10743,1,35039;8.01846944134079,6.406722,7.808193,9.610084,1.601681,16.417226;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;132.027064005587,120.4277205,134.058087,149.755674,73.320837,166.450223;4.82702319553073,4.250304,5.238432,5.746032,0.527904,6.416064
test;MCS2_8;1500;179;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;6.31843575418994,3,8,10,0,10;9.23463687150838,0,3,17.5,0,50;329.86592178771,307,347,401,23,442;371.083798882682,344.5,395,439,51,496;15.4078212290503,3,12,26,-16,60;5400.2453224581,2370.306755,5453.117647,7827.272404,99.500000,19599.846154;25.2813642011173,7.0130195,23.07692,41.302521,-25.490196,90.909088;7915.59217877095,2911,8241,11114,3,34625;7.86535219553072,6.167139,7.559718,9.250708,1.193640,16.313076;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;132.901325296089,121.7018135,137.216461,150.158387,73.801247,164.872248;4.96843280446927,4.622544,5.292576,5.881392,0.636192,6.673248
test;MCS2_8;1500;179;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;6.15083798882682,3,8,9,0,10;8.84916201117318,0,4,15,0,49;326.966480446927,298,348,395,28,451;368.08938547486,341,389,431,57,494;15.3854748603352,4,13,23.5,-2,59;5331.58770331285,2996.217614,5453.692308,7016.345187,94.911111,32829.666667;25.1493177094972,9.384167,23.684212,39.0317555,-6.666664,83.333336;7822.67597765363,3419,8021,10767.5,2,41283;7.85881548603352,6.403314,7.804039,9.1047115,1.200621,16.208388;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;134.390373810056,122.4272025,138.785068,151.633448,78.961462,163.884179;4.92842976536313,4.548096,5.232096,5.773104,0.730944,6.646176
