Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;189;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/190sta_sim.txt;6.1957671957672,3,8,9,0,10;7.74074074074074,0,2,14,0,53;321.243386243386,288,343,384,32,426;360.497354497354,326,385,421,62,475;14.1375661375661,3,11,24,-2,63;5057.95275088889,2579.074074,5293.8125,7067.648649,105.241379,14134.450000;24.2378334338624,6.451614,21.951218,39.130436,-3.846153,74.117645;7806.02116402116,2475,8685,11724,2,21430;7.50167057671959,6.012789,7.215347,8.618331,3.607674,14.631121;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;132.360938148148,121.483056,135.560511,147.519695,75.126659,160.718084;4.82658895238095,4.358592,5.157216,5.630976,0.798624,6.361920
test;MCS2_8;1500;189;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/190sta_sim.txt;6.01587301587302,2,8,9,0,10;7.49206349206349,0,1,12,0,45;302.444444444444,248,323,376,12,431;342.291005291005,295,362,414,43,479;13.4814814814815,2,10,21,-1,54;4789.09783482011,1944.266667,4896.764706,7172.513514,57.793103,14785.000000;23.1161583862434,5.35714,20,37.096775,-2.777779,82.758621;7495.38095238095,1951,8066,11216,3,29736;7.62071177777778,6.218628,7.422234,8.82644,2.006009,15.045068;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;133.710558428571,120.778203,136.285788,151.311961,77.255327,166.973488;4.58029104761905,3.938976,4.845888,5.536224,0.541440,6.416064
test;MCS2_8;1500;189;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/190sta_sim.txt;6.02645502645503,2,7,9,0,10;7.43915343915344,0,3,11,0,40;313.433862433862,288,330,376,29,431;353.005291005291,329,373,412,64,470;13.9259259259259,3,11,21,-4,50;5040.45899045503,2827.591837,5062.612903,6877.581395,99.421053,14164.090909;24.0415201851852,7.894737,23.07692,37.096775,-6.349205,72.549019;8381.48677248677,3550,9011,12111,5,25588;7.54372923280422,6.00322,7.203864,8.804723,2.801503,14.607836;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;135.350661798942,123.528071,139.33453,151.509374,79.056685,165.274698;4.72381561904762,4.372128,4.994784,5.522688,0.812160,6.307776
