Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;174;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;0.0229885057471264,0,0,0,0,1;0,0,0,0,0,0;59.1206896551724,43,59.5,73,6,142;115.954022988506,88.25,120,140,19,214;0.00574712643678161,0,0,0,-1,1;175.43752754023,101.79195825,149.7417325,236.32098525,31.961538,577.012048;-0.0194710517241379,0,0,0,-4.347824,2.325584;60.4137931034483,5,33.5,77.75,1,892;10.9801475057471,8.80528,11.0066,13.35801,1.801080,21.412841;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;170.617023344828,151.20071375,167.2786315,190.20297025,131.836592,222.030301;1.51630675862069,1.140408,1.543104,1.840896,0.216576,2.856096
test;MCS2_8;1500;174;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;0.64367816091954,0,0,1,0,5;2.47126436781609,0,0,3,0,22;147.155172413793,124.5,156,176.75,16,247;200.396551724138,175.25,207.5,238,38,327;3.61494252873563,0,1,4,-1,26;2075.65122765517,710.58653825,1940.2726295,3149.43627475,89.725806,6287.850000;5.51979768390805,0,2.8991585,6.81176,-1.923080,31.325302;364,24.25,102,482.75,1,3197;10.2667470689655,8.404771,10.60602,12.1569005,2.001136,21.212040;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;164.275134505747,146.05414875,164.1238715,179.37984275,132.097321,203.733693;2.65939862068965,2.30112,2.74104,3.167424,0.473760,4.385664
test;MCS2_8;1500;174;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/180sta_sim.txt;0.0172413793103448,0,0,0,0,1;0.252873563218391,0,0,0,0,7;82.9425287356322,66.25,84,101.75,7,182;139.890804597701,120.25,141.5,165.75,19,238;0.270114942528736,0,0,0,-1,7;656.978750597701,241.7254095,510.879664,968.30542375,44.388889,3171.586957;0.355598448275862,0,0,0,-2.631577,9.722221;36.1896551724138,7,19.5,46,1,713;10.9398253965517,8.75369,10.942112,13.329482,1.989475,21.088434;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;177.334446488506,154.958677,174.8879435,199.644797,136.688179,230.000114;1.84171531034483,1.563408,1.867968,2.192832,0.216576,3.180960
