Name;DataMode;PayloadSize;NSta;NGroup;NRawSlotNum;BeaconInterval;NumOfRpsElements;ContentionPerRAWSlot;TrafficString;EDCAQueueLength;TotalNumberOfDrops;NumberOfMACTxMissedACK;NumberOfTransmissions;NumberOfDroppedPackets;AveragePacketSentReceiveTime;PacketLoss;Latency;GoodputKbit;time;EnergyRxIdle;EnergyTx
test;MCS2_8;1500;59;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/60sta_sim.txt;0.728813559322034,0,0,1,0,9;1.49152542372881,0,0,0,0,67;150.661016949153,105,137,181.5,39,337;315.864406779661,243.5,306,381,121,632;0.135593220338983,-2,-1,0,-11,70;200.332000186441,84.864706,93.520468,135.44978,52.783784,1952.463158;-0.212480338983051,-1.492538,-0.833336,0,-6.626503,26.923080;235.677966101695,12,39,167.5,1,2912;32.5920260169491,26.87966,33.4765,37.119531,13.390600,58.091573;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;105.39440140678,85.7364925,105.071291,129.234899,53.430438,144.396623;4.2300073220339,3.24864,4.101408,5.10984,1.583712,8.514144
test;MCS2_8;1500;59;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/60sta_sim.txt;0.711864406779661,0,0,1,0,9;2.05084745762712,0,0,0,0,76;142.118644067797,84.5,129,179,42,369;306.796610169492,240,287,379.5,112,662;1.11864406779661,-2,-1,0,-21,77;231.982408830508,76.6278005,86.57047,134.222958,52.466063,2678.917355;0.268013389830508,-1.1662675,-0.53476,0,-15.671638,29.501915;255.610169491525,36.5,69,128.5,1,4284;32.4027592711864,27.1814615,33.090475,36.9313335,13.393764,58.105298;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;105.831896711864,84.4558855,106.540916,129.8581195,52.429970,148.196235;4.10611850847458,3.208032,3.830688,5.089536,1.461888,8.906688
test;MCS2_8;1500;59;0;0;102400;1;0;/home/soczysty7/Mgr19/8LipcaClone/IEEE-802.11ah-ns-3/OptimalRawGroup/traffic/60sta_sim.txt;0.694915254237288,0,0,1,0,7;2.59322033898305,0,0,0,0,107;157.338983050847,98.5,133,209,47,332;321.474576271186,251,297,391.5,125,610;1.44067796610169,-2,-1,0,-7,111;270.602591966102,86.581912,93.994382,179.3711525,56.517857,2838.974138;0.417395576271186,-1.3621175,-0.87719,0,-4.093567,42.528736;273.661016949153,56.5,107,217,2,3853;32.3238885932203,27.075637,32.687678,37.315151,13.783961,57.695721;63000000000,63000000000,63000000000,63000000000,63000000000,63000000000;103.417307745763,83.044506,105.777668,126.3115,49.350389,145.574841;4.3045700338983,3.336624,3.979584,5.251968,1.651392,8.202816
